ID,ano,numero_questao,enunciado,alternativas,resposta_correta,prova_cor
274,2024,159,"Uma tubulação despeja sempre o mesmo volume de água por unidade de tempo em uma caixa-d'água, o que significa dizer que a vazão de água nessa tubulação é constante. Na junção dessa tubulação com a caixa-d'água, está instalada uma membrana de filtragem cujo objetivo é filtrar eventuais impurezas presentes na água, combinado a um bom fluxo de água. O fluxo ($\phi$) de água através da superfície da membrana é diretamente proporcional à vazão de água na tubulação, medida em mililitro por segundo, e inversamente proporcional à área da superfície da membrana, medida em centímetro quadrado.A unidade de medida adequada para descrever o fluxo ($\phi$) de água que atravessa a superfície da membrana é",) $\text{mL} \cdot s \cdot \text{cm}^2$b) $\frac{\text{mL}}{s} \cdot \text{cm}^2$c) $\frac{\text{mL}}{\text{cm}^2 \cdot s}$d) $\frac{\text{cm}^2 \cdot s}{\text{mL}}$e) $\frac{\text{cm}^2}{\text{mL} \cdot s}$,C,verde
275,2024,160,"Uma piscina tem capacidade de 2.500.000 litros. Seu sistema de abastecimento foi regulado para ter uma vazão constante de 6000 litros de água por minuto.O mesmo sistema foi instalado em uma segunda piscina, com capacidade de 2.750.000 litros, e regulado para ter uma vazão, também constante, capaz de enchê-la em um tempo 20% maior que o gasto para encher a primeira piscina. A vazão do sistema de abastecimento da segunda piscina, em litro por minuto, é",a) 8250.b) 7920.   c) 6545.   d) 5500.   e) 5280.,D,verde
276,2024,162,"Uma imobiliária iniciou uma campanha de divulgação para promover a venda de apartamentos que podem ser pagos em 100 parcelas mensais. O valor da primeira delas é fixado no momento da compra, com o pagamento dessa primeira parcela. A partir da segunda parcela, o valor é determinado pela aplicação de um acréscimo percentual fixo ao valor da parcela anterior. Como atrativo, a imobiliária fará o pagamento de todas as parcelas correspondentes ao mês de aniversário do comprador.Um cliente, que faz aniversário no mês de maio, decidiu comprar em desses apartamentos por meio do financiamento oferecido pela imobiliária, e pretende escolher o mês mais adequado para realizar essa compra, de modo que o valor total dos pagamentos seja o menor possível. Qual é o mês que esse cliente deverá escolher para realizar a compra do apartamento?",a) Fevereiro.   b) Abril.    c) Maio.    d) Junho.e) Agosto.,A,verde
277,2024,165,"Para melhorar o fluxo de ônibus em uma avenida que tem dois semáforos, a prefeitura reduzirá o tempo em que cada sinal ficará vermelho, que atualmente é de 15 segundos a cada 60 segundos. Admita que o instante de chegada de um ônibus a cada semáforo é aleatório.O engenheiro de tráfego da prefeitura calculou a probabilidade de um ônibus encontrar cada um deles vermelho, obtendo $\frac{15}{60}$. A partir daí, estabeleceu uma mesma redução na quantidade do tempo, em segundo, em que cada sinal ficará vermelho, de maneira que a probabilidade de um ônibus encontrar ambos os sinais vermelhos numa mesma viagem seja igual $\frac{4}{100}$, considerando os eventos independentes.Para isso, a redução do tempo em que o sinal ficará vermelho, em segundo, estabelecida pelo engenheiro foi de","a) 1,35.b) 3,00.c) 9,00.d) 12,60.e) 13,80.",B,verde
278,2024,166,"A densidade demográfica de uma região é definida como sendo a razão entre o número de habitantes dessa região e sua área, expressa na unidade habitantes por quilômetro quadrado. Uma região R é subdividida em várias outras, sendo uma delas a região Q. A área de Q é igual a três quartos da área de R, e o número de habitantes de Q é igual metade do número de habitantes de R. A densidades demográficas correspondentes a essas regiões são denotadas por d(Q) e d(R). A expressão que relaciona d(Q) e d(R) é",a) $d(Q) = \frac{1}{4} d(R)$b) $d(Q) = \frac{1}{2} d(R)$c) $d(Q) = \frac{3}{4} d(R)$d) $d(Q) = \frac{3}{2} d(R)$e) $d(Q) = \frac{2}{3} d(R)$,E,verde
279,2024,170,"Em uma região com grande incidência de terremotos, observou-se que dois terremotos ocorrido s apresentaram magnitudes $M_1$ e $M_2$, medidos segundo a escala Richter, e liberaram energias igu ais a $E_1$ e $E_2$, respectivamente. Entre os estudiosos do assunto, é conhecida uma expressão algéb rica relacionando esses valores dada por$$M_2 - M_1 = \frac{2}{3} \log \left( \frac{E_2}{E_1} \right)$$Estudos mais abrangentes observaram que o primeiro terremoto apresentou a magnitude $M_1 =$ 6,9 e a energia liberada foi um décimo da observada no segundo terremoto.O valor aproximado da magnitude $M_2$ do segundo terremoto, expresso com uma casa decimal, é igual a","a) 5,4.b) 6,2.c) 7,6.d) 8,2.e) 8,4.",C,verde
280,2024,171,"Um jardineiro dispõe de k metros lineares de cerca baixa para fazer um jardim ornamental. O jardim, delimitado por essa cerca, deve ter a forma de um triângulo equilátero, um quadrado ou um hexágono regular. A escolha será pela forma que resulte na maior área.O jardineiro escolherá a forma de","a) hexágono regular, pois a área do jardim, em metro quadrado, será $\frac{k^2\sqrt{3}}{24}$.b) hexágono regular, pois a área do jardim, em metro quadrado, será $\frac{3k^2\sqrt{3}}{2}$.c) quadrado, pois a área do jardim, em metro quadrado, $\frac{k^2}{16}$.d) triângulo equilátero, pois a área do jardim, em metro quadrado, será $\frac{k^2\sqrt{3}}{36}$.e) O triângulo equilátero, pois a área do jardim, em metro quadrado, será $\frac{k^2\sqrt{3}}{4}$.",A,verde
281,2024,177,"Uma empresa produz mochilas escolares sob encomenda. Essa empresa tem um custo total de p rodução, composto por um custo fixo, que não depende do número de mochilas, mais um custo variável, que é proporcional ao número de mochilas produzidas. O custo, total cresce de forma li near, e a tabela apresenta esse custo para três quantidades de mochilas produzidas.\begin{tabular}{|c|c|c|c|}\hline\textbf{Quantidade de mochilas} & 30 & 50 & 100 \\ \hline\textbf{Custo total (R\$)} & 1050,00 & 1650,00 & 3150,00 \\ \hline\end{tabular}O custo total, em real, para a produção de 80 mochilas será","a) 2400,00.b) 2520,00.c) 2550,00.d) 2700,00.e) 2800,00.",C,verde
282,2024,178,"A umidade relativa do ar é um dos indicadores utilizados na meteorologia para fazer previsões s obre o clima. O quadro apresenta as médias mensais, em porcentagem, da umidade relativa do a r em um de seis meses consecutivos em uma cidade.\begin{tabular}{|c|c|c|c|c|c|c|}\hline\textbf{Meses} & \begin{tabular}[c]{@{}c@{}}M\\ ai\\ o\end{tabular} & \begin{tabular}[c]{@{}c@{}}Ju\\ n.\end{tabular} & \begin{tabular}[c]{@{}c@{}}Ju\\ l.\end{tabular} & \begin{tabular}[c]{@{}c@{}}Ag\\ o.\end{tabular} & \begin{tabular}[c]{@{}c@{}}Se\\ t.\end{tabular} & \begin{tabular}[c]{@{}c@{}}Ou\\ t.\end{tabular} \\ \hline\textbf{\begin{tabular}[c]{@{}c@{}}Média mensal da umidade\\ relativa do ar (\%)\end{tabular}} & \begin{tabular}[c]{@{}c@{}}6\\ 6\end{tabular} & 64 & \begin{tabular}[c]{@{}c@{}}5\\ 4\end{tabular} & 46 & 60 & 64 \\ \hline\end{tabular}Nessa cidade, a mediana desses dados, em porcentagem, da umidade relativa do ar no período c onsiderado foi",a) 56.   b) 58.    c) 59.   d) 60.   e) 62.,E,verde
283,2024,179,"Uma empresa de engenharia foi contratada para realizar um serviço no valor de R$ 71.250,00. Os sócios da empresa decidiram que 40% desse valor seria destinado ao pagamento de três engenheiros que gerenciaram o serviço. O pagamento para cada um deles será feito de forma diretamente proporcional ao total de horas trabalhadas. O número de dias e o número de horas diárias trabalhadas pelos engenheiros foram, respectivamente: - engenheiro I: 4 dias, numa jornada de 5 horas e meia por dia;- engenheiro II: 5 dias, numa jornada de 4 horas por dia;- engenheiro III: 6 dias, numa jornada de 2 horas e meia por dia. Qual a maior diferença, em real, entre os valores recebidos por esse serviço entre dois desses engenheiros?",a) 1000    b) 1500    c) 3500   d) 3800    e) 5250,C,verde
284,2024,180,"Um hospital tem 7 médicos cardiologistas e 6 médicos neurologistas em seu quadro de funcionários. Para executar determinada atividade, a direção desse hospital formará uma equipe com 5 médicos, sendo, pelo menos, 3 cardiologistas. A expressão numérica que representa o número máximo de maneiras distintas de formar essa equipe é",a) $\frac{7!}{4!} \times \frac{6!}{4!}$b) $\frac{7!}{3! \times 4!} \times \frac{6!}{2! \times 4!}$c) $\frac{7!}{3! \times 4!} + \frac{6!}{2! \times 4!} + \frac{5!}{1! \times 4!}$d) $\left( \frac{7!}{3! \times 4!} + \frac{6!}{2! \times 4!} \right) \times \left( \frac{7!}{4! \times 3!} + \frac{6!}{1! \times 5!} \right) \times \left( \frac{7!}{5! \times 2!} + \frac{6!}{0! \times 6!} \right)$e) $\left( \frac{7!}{3! \times 4!} \times \frac{6!}{2! \times 4!} \right) + \left( \frac{7!}{4! \times 3!} \times \frac{6!}{1! \times 5!} \right) + \left( \frac{7!}{5! \times 2!} \times \frac{6!}{0! \times 6!} \right)$,E,verde
285,2025,136,"Uma pessoa pretende instalar um kit de gás natural veicular (GNV) em seu carro. Na loja que escolheu para realizar a compra e instalação desse kit, havia cinco modelos de cilindro para armazenamento do gás, cujas capacidades, em metro cúbico, eram, respectivamente: 10, 14, 17, 21 e 25. O preço do cilindro é proporcional à sua capacidade. Esse carro rodará 30 km diariamente, 7 dias por semana, e o consumo do GNV é de 1 m³ a cada 13 km rodados. A pessoa escolherá o modelo de cilindro de menor preço e que garanta apenas um abastecimento semanal. Nessas condições, qual será a capacidade, em metro cúbico, do cilindro escolhido por essa pessoa?",a) 10b) 14c) 17d) 21e) 25,B,verde
286,2025,137,"Uma fábrica de tijolos ecológicos com 3 funcionários, cada um trabalhando 6 horas diárias, produz 720 unidades por dia. Para atender ao crescimento da demanda por esse tipo de tijolo, essa fábrica passou a ter 5 funcionários, cada um trabalhando 9 horas por dia, aumentando, assim, sua capacidade de produção. Todos os funcionários produzem igual quantidade de tijolos a cada hora, independentemente de trabalharem 6 ou 9 horas diárias. O número de tijolos fabricados diariamente após o aumento da capacidade de produção é",a) 800.b) 1080.c) 1 200.d) 1 800.e) 2 520.,D,verde
287,2025,138,"Para acompanhar o fluxo de visitantes em seu prédio uma empresa estabeleceu um código de identificação para visitação. De acordo com a regra estabelecida, cada visitante se identificado com um código sequencial numérico com 7 dígito determinado, da esquerda para a direita, da seguinte forma* o primeiro dígito indica o andar ao qual o visitante se dirige, que é um número de 1 a 4;* os dois próximos dígitos correspondem ao número do setor da empresa ao qual o visitante se destina. Esse número varia de 01 a 20;* os três dígitos seguintes correspondem ao número de funcionário da empresa com quem o visitante irá se reunia. Esse número varia de 001 a 135;* o último dígito indica se o visitante chegou à empresa pela manhã, dígito 0, ou à tarde, dígito 1.Um visitante chegou à empresa às 10 horas da manha para se reunir com o funcionário identificado pelo número 109 que trabalha no setor 08 da empresa, localizado no 2º andar O código de identificação desse visitante é",a) 0109082.b) 0281090.c) 1010982.d) 2081090.e) 2810910.,D,verde
288,2025,139,"Quatro candidatos se apresentaram para realizar a prova de um concurso. Antes de iniciar a prova, os celulares dos quatro candidatos foram recolhidos pelo aplicador, que os guardou, cada um, dentro de um envelope preto. Ao término da prova, o aplicador devolveu os quatro envelopes com os celulares aos quatro candidatos, de maneira aleatória, já que não havia feito a identificação dos envelopes. A probabilidade de que todos os candidatos tenham recebido de volta os envelopes com os seus respectivos celulares é",a) 1/2b) 1/10c) 1/16d) 1/24e) 1/256,D,verde
289,2025,142,"Uma pessoa pretende instalar um kit de gás natural veicular (GNV) em seu carro. Na loja que escolheu para realizar a compra e instalação desse kit, havia cinco modelos de cilindro para armazenamento do gás, cujas capacidades, em metro cúbico, eram, respectivamente: 10, 14, 17, 21 e 25. O preço do cilindro é proporcional à sua capacidade. Esse carro rodará 30 km diariamente, 7 dias por semana, e o consumo do GNV é de 1 m³ a cada 13 km rodados. A pessoa escolherá o modelo de cilindro de menor preço e que garanta apenas um abastecimento semanal. Nessas condições, qual será a capacidade, em metro cúbico, do cilindro escolhido por essa pessoa?",a) 10b) 14c) 17d) 21e) 25,C,verde
290,2025,146,"No atletismo, um grande desafio da prova de 100 metros rasos é a sua conclusão num tempo abaixo da marca de referência dos 10,00 segundos. Vários atletas já alcançaram esse feito. Em 2009, o jamaicano Usain Bolt estabeleceu o recorde mundial masculino dessa prova, com o tempo de 9,58 segundos. Qual é a diferença, em segundo, entre a marca de referência e a marca estabelecida por Usain Bolt em 2009?","a) 0,02b) 0,42c) 0,52d) 1,02e) 1,42",B,verde
291,2025,148,"Em um laboratório, um recipiente contém 10 litros de uma solução composta apenas pelas substâncias $S_1$ e $S_2$. Dessa solução, 99,95% é de $S_1$. Uma quantidade de $S_1$ será retirada dessa solução, mantendo a quantidade inicial de $S_2$, de modo que 99,90% da nova solução seja de $S_1$. Qual é a quantidade de $S_1$, em litro, que será retirada?","a) 0,0050b) 0,0100c) 0,5000d) 4,9775e) 5,0000",E,verde
292,2025,149,"Uma distribuidora de combustível possui caminhões-tanque com capacidade de 30 000 litros cada. Em qualquer transporte realizado por esses caminhões, um mesmo volume de combustível é descartado, pois fica com muitas impurezas. Esse volume descartado independe da quantidade transportada. Um posto de combustível encomendou 10 000 litros de gasolina dessa distribuidora, que enviou 10 200 litros, considerando o volume descartado no transporte. Mesmo assim, a quantidade de gasolina entregue ao posto foi de 9 900 litros. Em um novo pedido, esse posto solicitou que fosse entregue exatamente o dobro do volume de gasolina encomendado no pedido anterior. Utilizando o mesmo caminhão da entrega anterior, qual é o volume mínimo de gasolina, em litro, que a distribuidora deverá enviar para garantir a entrega da quantidade encomendada nesse novo pedido?",a) 20100b) 20 200c) 20300d) 20400e) 20600,C,verde
293,2025,150,"Uma empresa de tecnologia vai padronizar a velocidade de conexão de internet que oferece a seus clientes em dez cidades. A direção da empresa decide que seu novo padrão de velocidade de referência será a mediana dos valores das velocidades de referência de conexões nessas dez cidades. Esses valores, em megabyte por segundo (MB/s), são apresentados no quadro.\begin{tabular}{|c|c|}\hline\textbf{Cidades} & \textbf{Velocidade de referência (MB/s)} \\ \hlineC1 & 390 \\ \hlineC2 & 380 \\ \hlineC3 & 320 \\ \hlineC4 & 390 \\ \hlineC5 & 340 \\ \hlineC6 & 380 \\ \hlineC7 & 390 \\ \hlineC8 & 400 \\ \hlineC9 & 350 \\ \hlineC10 & 360 \\ \hline\end{tabular}A velocidade de referência, em megabyte por segundo, a ser adotada por essa empresa é",a) 360.b) 370.c) 380.d) 390.e) 400.,C,verde
